year,Base case cost,Modeled diesel efficiency
2019,389445.401433,618360.095292
2020,415681.981649,636016.559478
2021,435771.741044,648230.1994
2022,454128.582457,659010.251003
2023,466039.218833,664068.584644
2024,478412.688982,669682.899312
2025,492851.003788,677306.399275
2026,508592.167721,686243.26631
2027,521761.688805,692968.212498
2028,535371.619516,700216.515713
2029,552329.943576,710628.915125
2030,563056.52073,715493.377405
2031,580441.259979,726525.252675
2032,598351.422246,738146.639171
2033,618190.992369,751631.265098
2034,636621.446613,763941.548821
2035,652187.546625,773752.04619
2036,671401.777673,786980.756844
2037,687696.920454,797655.09713
2038,709494.41635,813428.594412
