year,Base case diesel consumed,Modeled non-residential ashp
2017,159417.22744,111592.059256
2018,159417.22744,111592.059256
2019,159417.22744,111592.059256
2020,159417.22744,111592.059256
2021,159417.22744,111592.059256
2022,159417.22744,111592.059256
2023,159417.22744,111592.059256
2024,159417.22744,111592.059256
2025,159417.22744,111592.059256
2026,159417.22744,111592.059256
2027,159417.22744,111592.059256
2028,159417.22744,111592.059256
2029,159417.22744,111592.059256
2030,159417.22744,111592.059256
2031,159417.22744,111592.059256
