year,Base case cost,Modeled transmission and interties
2021,644476.433241,
2022,668572.584751,
2023,684326.327067,
2024,700234.033224,
2025,718800.451821,
2026,739558.829317,
2027,756247.699385,
2028,773371.719889,
2029,795289.688212,
2030,808130.272582,
2031,830456.650252,
2032,853313.798007,
2033,878802.106777,
2034,902176.248905,
2035,921274.247922,
2036,945431.984969,
2037,965258.476057,
2038,992706.177292,
2039,1013308.97028,
2040,1044178.72047,
