year,Base case cost,Modeled solar power (pv)
2016,250631.408097,
2017,297597.00322,
2018,334163.148314,
2019,389445.401433,
2020,415681.981649,
2021,435771.741044,
2022,454128.582457,
2023,466039.218833,
2024,478412.688982,
2025,492851.003788,
2026,508592.167721,
2027,521761.688805,
2028,535371.619516,
2029,552329.943576,
2030,563056.52073,
2031,580441.259979,
2032,598351.422246,
2033,618190.992369,
2034,636621.446613,
2035,652187.546625,
