year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,142390.91,16626.11,159417.23,65249.56
2018,142804.76,17297.86,159417.23,69529.22
2019,145315.45,17982.28,159417.23,73808.87
2020,146366.89,18677.8,159417.23,78088.53
2021,147719.23,19385.12,159417.23,82979.56
2022,149384.4,20108.39,159417.23,87259.22
2023,150821.75,20849.8,159417.23,92150.25
2024,152360.73,21606.21,159417.23,96429.91
2025,154015.94,22374.66,159417.23,101320.94
2026,155532.77,23152.53,159417.23,106211.97
2027,157157.14,23939.94,159417.23,111103.01
2028,158863.98,24738.87,159417.23,116605.42
2029,160561.03,25559.52,159417.23,121496.46
2030,162264.13,26391.16,159417.23,126998.87
2031,163966.46,27235.17,159417.23,131889.91
2032,165748.32,,,137392.32
2033,167531.43,,,142894.73
2034,169314.21,,,148397.15
2035,171177.83,,,153899.56
2036,173041.7,,,160013.35
