year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,71328.53,683924.15,362194.85,165666.82,646392.36,717830.09
2018,78534.91,723778.46,403333.16,176581.64,664307.15,757976.04
2019,87756.28,777980.32,453254.1,189736.88,688671.26,806769.55
2020,94138.95,803487.07,492029.27,199795.9,700136.72,841544.72
2021,99836.32,821022.97,531975.02,209141.6,708019.22,875686.49
2022,105371.0,835370.52,567264.86,218369.0,714468.55,905443.52
2023,110298.62,843341.38,603668.58,227007.85,718051.5,935000.93
2024,115380.44,851312.24,636525.73,235875.26,721634.46,961665.31
2025,120826.57,860877.27,674890.3,245185.27,725934.01,992686.35
2026,126647.88,872036.48,714903.91,254936.35,730950.15,1025011.86
2027,132152.1,880007.34,753380.2,264381.55,734533.11,1055627.21
2028,137799.25,887978.2,796521.88,274027.25,738116.06,1089706.68
2029,144159.6,899137.41,838436.88,284531.15,743132.2,1123002.74
2030,149641.9,903919.93,880218.55,294136.88,745281.98,1155462.56
2031,156334.0,915079.13,923350.19,305089.82,750298.12,1189379.64
2032,,,971489.59,,,1226935.62
2033,,,1021828.28,,,1266076.93
2034,,,1071563.38,,,1304447.42
2035,,,1118990.83,,,1340714.53
2036,,,1174644.64,,,1383188.9
