year,Base case diesel consumed,Modeled diesel efficiency
2019,15906.2794072,14460.2540065
2020,15811.0340501,14373.6673183
2021,15811.0340501,14373.6673183
2022,15811.0340501,14373.6673183
2023,15811.0340501,14373.6673183
2024,15715.7886931,14287.0806301
2025,15715.7886931,14287.0806301
2026,15715.7886931,14287.0806301
2027,15715.7886931,14287.0806301
2028,15620.5433361,14200.4939419
2029,15620.5433361,14200.4939419
2030,15620.5433361,14200.4939419
2031,15620.5433361,14200.4939419
2032,15525.2979791,14113.9072537
2033,15525.2979791,14113.9072537
2034,15525.2979791,14113.9072537
2035,15525.2979791,14113.9072537
2036,15525.2979791,14113.9072537
2037,15430.0526221,14027.3205655
2038,15430.0526221,14027.3205655
