year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,21437.17,118316.87,16367.14,22241.45,47293.83,27420.84
2018,23851.64,131667.27,15727.0,24684.12,52498.02,27901.69
2019,27309.13,150782.61,17936.88,28182.05,59949.47,31861.99
2020,28951.97,159885.15,18989.2,29843.9,63497.78,33747.85
2021,30099.7,166256.93,16689.06,31004.77,65981.59,31879.96
2022,30917.56,170808.2,17134.22,31831.87,67755.75,32737.16
2023,31515.14,174145.8,17460.67,32436.07,69056.79,33365.78
2024,32002.7,176876.56,17727.77,32928.96,70121.29,33880.11
2025,32599.85,180214.16,14769.03,33532.71,71422.33,31057.86
2026,33306.5,184158.6,15084.64,34247.23,72959.93,31726.48
2027,33903.34,187496.2,15351.69,34850.66,74260.98,32292.24
2028,34445.33,190530.38,12125.67,35398.6,75443.75,29161.39
2029,35096.87,194171.4,12352.2,36057.37,76863.07,29710.0
2030,35529.2,196598.74,12503.21,36494.38,77809.29,30075.74
2031,36235.61,200543.18,12748.62,37208.66,79346.89,30670.07
2032,,,9290.3,,,27396.36
2033,,,9478.98,,,27956.4
2034,,,9681.13,,,28556.45
2035,,,9802.42,,,28916.47
2036,,,5995.77,,,25299.87
