year,Base case cost,Modeled non-residential energy efficiency
2017,165610.703429,195638.703174
2018,184165.285897,211848.219244
2019,210732.074432,235508.902711
2020,223382.926116,246291.170169
2021,232238.522294,253577.122635
2022,238563.948136,258539.06958
2023,243202.593753,261958.389619
2024,246997.849258,264616.473254
2025,251636.494875,268076.608697
2026,257118.530605,272338.323313
2027,261757.176222,275837.383361
2028,265974.126783,278964.281148
2029,271034.467456,282891.405635
2030,274408.027905,285272.668687
2031,279890.063635,289626.137943
