year,Base case cost,Modeled diesel efficiency
2019,67601.6874804,219238.285307
2020,71940.2049281,219484.37163
2021,75260.5220787,218891.493672
2022,77632.1771862,217520.836645
2023,79371.3909317,215657.890132
2024,80307.6802219,213145.732206
2025,82036.4169781,211432.809119
2026,84079.4695082,210082.608164
2027,85808.2062644,208521.841874
2028,86850.2209487,206410.197117
2029,88724.6861491,205127.019265
2030,89974.329616,203345.835033
2031,92005.0002497,202343.047908
2032,93617.5468139,201026.917967
2033,95791.088531,200285.98863
2034,98119.8832278,199749.875177
2035,99517.1600459,198429.11164
2036,101845.954743,198015.909453
2037,102609.849937,196239.374995
2038,105078.658356,196070.675358
