year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,11935.37,1114830.52,329271.83,51651.0,399610.14,373666.5
2018,12686.58,1179046.62,357078.45,53444.28,412243.81,391233.39
2019,13706.54,1268949.15,392975.05,55865.56,429930.94,414019.36
2020,14216.51,1310047.46,416657.25,57075.15,438016.49,427918.79
2021,14606.35,1340871.18,438054.76,57997.25,444080.65,440040.91
2022,14884.82,1361420.33,450457.99,58654.65,448123.42,447174.0
2023,15107.34,1376832.2,468017.66,59178.91,451155.5,456496.15
2024,15298.95,1389675.42,478469.55,59629.46,453682.23,462218.68
2025,15501.84,1402518.64,495652.63,60105.53,456208.97,471159.98
2026,15791.2,1423067.79,515543.77,60783.04,460251.74,481758.69
2027,16018.9,1435911.01,533224.12,61314.33,462778.47,490862.21
2028,16230.35,1448754.23,551120.67,61806.7,465305.21,500036.26
2029,16518.03,1466734.73,577917.73,62475.0,468842.63,513652.74
2030,16729.56,1477009.31,595416.07,62964.21,470864.02,522438.88
2031,17001.54,1494989.82,615935.96,63593.28,474401.45,532984.7
2032,,,636758.53,,,543629.26
2033,,,658876.56,,,554954.41
2034,,,680326.12,,,565803.5
2035,,,700006.34,,,575559.4
2036,,,723075.65,,,587194.88
