year,Base case diesel consumed,Modeled diesel efficiency
2019,33695.0089959,30631.8263599
2020,33695.0089959,30631.8263599
2021,33695.0089959,30631.8263599
2022,33695.0089959,30631.8263599
2023,33695.0089959,30631.8263599
2024,33695.0089959,30631.8263599
2025,33695.0089959,30631.8263599
2026,33695.0089959,30631.8263599
2027,33695.0089959,30631.8263599
2028,33695.0089959,30631.8263599
2029,33695.0089959,30631.8263599
2030,33695.0089959,30631.8263599
2031,33695.0089959,30631.8263599
2032,33695.0089959,30631.8263599
2033,33695.0089959,30631.8263599
2034,33695.0089959,30631.8263599
2035,33695.0089959,30631.8263599
2036,33695.0089959,30631.8263599
2037,33695.0089959,30631.8263599
2038,33695.0089959,30631.8263599
