year,annotation,Average Load
2003,,61.0
2004,,58.0
2005,,58.0
2006,,57.0
2007,,56.0
2008,,59.0
2009,,56.0
2010,,57.0
2011,,54.0
2012,,51.0
2013,,50.0
2014,,45.0
2015,,43.0
2016,start of forecast,47.0
2017,,47.0
2018,,47.0
2019,,47.0
2020,,47.0
2021,,47.0
2022,,47.0
2023,,47.0
2024,,47.0
2025,,47.0
2026,,47.0
2027,,47.0
2028,,47.0
2029,,47.0
2030,,47.0
2031,,47.0
2032,,47.0
2033,,47.0
2034,,47.0
2035,,46.0
2036,,46.0
2037,,46.0
2038,,46.0
2039,,46.0
2040,,46.0
