year,Base case diesel consumed,Modeled non-residential ashp
2017,40936.7493306,28655.7245068
2018,40936.7493306,28655.7245068
2019,40936.7493306,28655.7245068
2020,40936.7493306,28655.7245068
2021,40936.7493306,28655.7245068
2022,40936.7493306,28655.7245068
2023,40936.7493306,28655.7245068
2024,40936.7493306,28655.7245068
2025,40936.7493306,28655.7245068
2026,40936.7493306,28655.7245068
2027,40936.7493306,28655.7245068
2028,40936.7493306,28655.7245068
2029,40936.7493306,28655.7245068
2030,40936.7493306,28655.7245068
2031,40936.7493306,28655.7245068
