year,Base case cost,Modeled non-residential energy efficiency
2017,239412.053102,269325.930248
2018,254536.011047,283024.6978
2019,275709.552169,302718.806271
2020,286080.266189,311785.81649
2021,292994.075535,317470.461883
2022,298611.545628,321903.100416
2023,302068.450301,324230.71041
2024,305093.24189,326157.480172
2025,308982.259648,328961.413038
2026,313303.390489,332215.729354
2027,317192.408246,335067.46385
2028,320217.199835,337089.863761
2029,324538.330676,340413.38467
2030,327131.009181,342054.104087
2031,331884.253106,345847.299555
