year,Base case cost,Modeled residential energy efficiency
2017,205937.893506,214389.110968
2018,215091.324902,220994.282653
2019,227906.128857,230526.219147
2020,234182.767528,234875.318113
2021,228240.354243,227449.173688
2022,231484.583076,229385.139921
2023,233481.031588,230355.645533
2024,235227.924037,231144.188636
2025,237473.928613,232338.316709
2026,239969.489254,233741.750904
2027,242215.493831,234962.261383
2028,233081.402736,224922.600595
2029,246457.94692,237245.213342
2030,247955.283304,237915.148123
2031,250700.400009,239576.730489
2032,253445.516713,241249.890074
2033,244723.093059,231466.815172
2034,247336.533744,233030.645501
2035,249237.217879,234053.294083
2036,252088.24408,235822.423909
