year,Base case cost,Modeled diesel efficiency
2019,112541.330046,269229.595853
2020,120628.132205,272669.063184
2021,126019.333645,273749.675912
2022,130399.684814,274000.876338
2023,133095.285534,272807.92929
2024,135453.936163,271394.058337
2025,138486.486973,270676.216859
2026,141855.987873,270346.132067
2027,144888.538682,269789.258711
2028,147247.189312,268697.41454
2029,150616.690212,268600.370617
2030,152638.390751,267352.121457
2031,156344.841741,267707.795438
2032,160051.29273,268134.106009
2033,163757.74372,268629.397581
2034,167464.194709,269192.053458
2035,170159.795429,268901.539959
2036,174203.196509,269900.543096
2037,176561.847138,269430.692801
2038,180605.248218,270553.701284
