year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,23067.9,154554.78,86668.14,41478.38,84857.28,119269.76
2018,25203.62,168882.64,94702.63,41859.1,85653.37,120388.69
2019,28194.99,188941.65,105950.92,42397.79,86767.9,121955.21
2020,29658.93,198766.47,111460.29,42658.81,87313.8,122722.48
2021,30633.74,205316.35,109746.13,42830.17,87677.73,118494.23
2022,31425.25,210638.12,112590.73,42968.35,87973.42,118893.85
2023,31909.42,213913.06,114341.26,43046.34,88155.39,119139.77
2024,32333.35,216778.64,115872.97,43115.52,88314.6,119354.95
2025,32880.24,220462.94,117842.32,43209.13,88519.32,119631.61
2026,33489.34,224556.62,120030.48,43316.76,88746.77,119939.01
2027,34036.83,228240.93,121999.82,43412.08,88951.48,120215.67
2028,34461.74,231106.5,117467.78,43484.22,89110.7,115613.62
2029,35075.4,235200.17,125719.69,43602.53,89338.16,120738.25
2030,35443.48,237656.38,127032.59,43673.14,89474.63,120922.7
2031,36115.31,242159.42,129439.56,43795.85,89724.83,121260.84
2032,,,131846.54,,,121598.98
2033,,,127663.46,,,117059.63
2034,,,129952.29,,,117384.25
2035,,,131616.89,,,117620.33
2036,,,134113.79,,,117974.46
