year,Base case cost,Modeled diesel efficiency
2019,25449.7357892,160557.441285
2020,27281.3455619,159001.728953
2021,28534.5522485,156995.683364
2022,29099.9282381,154438.055684
2023,29765.612871,152043.608587
2024,30241.1018945,149546.559703
2025,30906.7865274,147291.071676
2026,31667.568965,145189.082933
2027,32333.2535979,143066.116819
2028,32903.8404261,140920.63865
2029,33664.6228637,139010.507804
2030,33578.6440266,136391.572383
2031,34422.799882,134677.763439
2032,35173.1606424,132936.839883
2033,36017.3164978,131337.975211
2034,36861.4723532,129794.570298
2035,37424.2429235,128049.520307
2036,37736.8932403,126129.978784
2037,38291.8475526,124482.364393
2038,39124.2790212,123137.442301
