year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,31661.85,40677.25,21324.33,16656.95,26782.25,29041.0
2018,34085.0,43787.84,22413.34,17379.82,27950.0,30307.23
2019,37584.39,48280.92,23986.36,18425.49,29636.75,32136.24
2020,39290.53,50469.86,24752.7,18932.87,30458.5,33027.29
2021,40459.02,51967.55,25277.04,19278.26,31020.75,33636.96
2022,41358.51,53119.62,25680.38,19542.97,31453.25,34105.93
2023,41989.45,53926.07,25962.71,19726.26,31756.0,34434.22
2024,42441.12,54502.11,26164.38,19855.6,31972.25,34668.7
2025,43072.49,55308.56,26446.72,20038.3,32275.0,34996.99
2026,43793.8,56230.21,26769.39,20247.55,32621.0,35372.17
2027,44425.82,57036.66,19856.98,20429.35,32923.75,29750.37
2028,44968.41,57727.91,20034.62,20583.88,33183.25,29984.86
2029,45689.37,58649.56,20271.47,20793.87,33529.25,30297.51
2030,46051.87,59110.39,20389.9,20895.76,33702.25,30453.84
2031,46863.83,60147.26,20656.35,21130.75,34091.5,30805.57
