year,Base case diesel consumed,Modeled residential ashp
2017,990.714038628,-3042.66304499
2018,990.714038628,-3042.66304499
2019,990.714038628,-3042.66304499
2020,990.714038628,-3042.66304499
2021,990.714038628,-3042.66304499
2022,990.714038628,-3042.66304499
2023,990.714038628,-3042.66304499
2024,990.714038628,-3042.66304499
2025,990.714038628,-3042.66304499
2026,990.714038628,-3042.66304499
2027,727.221134936,-3306.15594868
2028,727.221134936,-3306.15594868
2029,727.221134936,-3306.15594868
2030,727.221134936,-3306.15594868
2031,727.221134936,-3306.15594868
