year,Base case cost,Modeled non-residential energy efficiency
2017,67459.5019865,71720.2442075
2018,71737.8438077,75431.9058122
2019,77917.6708829,80916.2783806
2020,80928.3558682,83462.4297479
2021,82988.2982266,85131.1883947
2022,84572.8692715,86364.0528578
2023,85682.069003,87160.8885664
2024,86474.3545254,87668.7761835
2025,87583.5542569,88476.4358351
2026,88851.2110928,89436.5300745
2027,89960.4108242,90254.5122593
2028,90911.1534512,90930.2628482
2029,92178.8102871,91905.3014805
2030,92812.6387051,92296.2414462
2031,94238.7526455,93427.8804755
