year,Base case diesel consumed,Modeled residential energy efficiency
2017,4033.37707958,3060.70064865
2018,4033.37707958,3060.70064865
2019,4033.37707958,3060.70064865
2020,4033.37707958,3060.70064865
2021,4033.37707958,3060.70064865
2022,4033.37707958,3060.70064865
2023,4033.37707958,3060.70064865
2024,4033.37707958,3060.70064865
2025,4033.37707958,3060.70064865
2026,4033.37707958,3060.70064865
2027,2960.64953465,1987.97310372
2028,2960.64953465,1987.97310372
2029,2960.64953465,1987.97310372
2030,2960.64953465,1987.97310372
2031,2960.64953465,1987.97310372
