year,Base case cost,Modeled residential energy efficiency
2017,50365.3288712,49467.6382169
2018,52720.5744658,51460.77327
2019,56122.5958803,54386.2947149
2020,57779.9909283,55764.0021781
2021,58913.9980665,56678.9060437
2022,59786.3112497,57363.4678568
2023,60396.9304779,57817.6367245
2024,60833.0870695,58118.8674875
2025,61443.7062977,58577.1298278
2026,62141.5568443,59114.8717928
2027,49607.3530212,46432.2149279
2028,50019.4797309,46707.4989268
2029,50568.9820105,47102.5443973
2030,50843.7331503,47263.5420943
2031,51461.9232148,47721.0991101
