year,Base case diesel consumed,Modeled non-residential ashp
2017,1385.0683823,969.547867607
2018,1385.0683823,969.547867607
2019,1385.0683823,969.547867607
2020,1385.0683823,969.547867607
2021,1385.0683823,969.547867607
2022,1385.0683823,969.547867607
2023,1385.0683823,969.547867607
2024,1385.0683823,969.547867607
2025,1385.0683823,969.547867607
2026,1385.0683823,969.547867607
2027,1385.0683823,969.547867607
2028,1385.0683823,969.547867607
2029,1385.0683823,969.547867607
2030,1385.0683823,969.547867607
2031,1385.0683823,969.547867607
