year,annotation,Average Load
2003,,406.0
2004,,437.0
2005,,442.0
2006,,443.0
2007,,463.0
2008,,461.0
2009,,459.0
2010,,476.0
2011,,441.0
2012,,463.0
2013,,419.0
2014,,412.0
2015,,390.0
2016,start of forecast,421.0
2017,,421.0
2018,,421.0
2019,,421.0
2020,,421.0
2021,,421.0
2022,,421.0
2023,,421.0
2024,,421.0
2025,,421.0
2026,,421.0
2027,,421.0
2028,,421.0
2029,,421.0
2030,,421.0
2031,,421.0
2032,,421.0
2033,,421.0
2034,,422.0
2035,,422.0
2036,,422.0
2037,,422.0
2038,,422.0
2039,,422.0
2040,,422.0
