year,Base case diesel consumed,Modeled diesel efficiency
2019,226166.730963,205606.119057
2020,225515.117274,205013.742976
2021,225854.312691,205322.102447
2022,225845.386976,205313.98816
2023,225738.272314,205216.611194
2024,225812.657327,205284.233934
2025,225798.772206,205271.611096
2026,225854.719688,205322.472443
2027,225869.706899,205336.097181
2028,225936.380582,205396.70962
2029,225934.592882,205395.084438
2030,226008.87444,205462.613127
2031,226079.092199,205526.447454
2032,226150.491318,205591.355743
2033,226222.457463,205656.779512
2034,226293.651804,205721.50164
2035,226365.171672,205786.519702
2036,226508.217529,205916.56139
2037,226579.642305,205981.493004
2038,226651.143892,206046.494448
