year,Base case cost,Modeled solar power (pv)
2016,403901.712251,
2017,489560.456538,
2018,560185.102796,
2019,658145.187103,
2020,701352.014722,
2021,736285.059374,
2022,758840.50024,
2023,776539.65676,
2024,790344.300645,
2025,806101.616774,
2026,828886.821253,
2027,844752.703803,
2028,860817.610019,
2029,878885.566312,
2030,890474.965292,
2031,913359.532485,
2032,934001.529142,
2033,956920.995068,
2034,979851.512311,
2035,993743.103641,
