year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,224569.02,4026.1,286207.27,202553.41
2018,225881.09,4030.12,286207.27,202553.41
2019,226166.73,4032.89,286207.27,203594.03
2020,225515.12,4034.32,286207.27,203594.03
2021,225854.31,4033.93,286207.27,203594.03
2022,225845.39,4033.17,286207.27,203594.03
2023,225738.27,4031.86,286207.27,203594.03
2024,225812.66,4030.11,286207.27,202553.41
2025,225798.77,4027.42,286207.27,202553.41
2026,225854.72,4023.36,286207.27,202553.41
2027,225869.71,4016.03,286207.27,201512.79
2028,225936.38,4006.87,286207.27,200472.17
2029,225934.59,4001.02,286207.27,200472.17
2030,226008.87,3992.14,286207.27,199431.55
2031,226079.09,3980.38,286207.27,198390.93
2032,226150.49,,,196309.69
2033,226222.46,,,195269.07
2034,226293.65,,,193187.83
2035,226365.17,,,191106.59
2036,226508.22,,,189025.35
