year,Base case cost,Modeled residential energy efficiency
2017,1331668.13506,1402944.16825
2018,1419972.34404,1468374.84562
2019,1553507.73343,1571691.31459
2020,1612657.32538,1613979.26512
2021,1657019.51933,1644481.20543
2022,1686594.31531,1663194.19199
2023,1710254.15208,1677262.30963
2024,1720206.6546,1678890.37613
2025,1740810.97003,1690709.31782
2026,1770245.70636,1709744.7459
2027,1782721.50358,1713655.64512
2028,1795001.2173,1717476.83848
2029,1818324.91094,1731870.7363
2030,1824493.58197,1730936.54068
2031,1844959.44223,1741522.80695
2032,1853596.98858,1740952.66908
2033,1873376.55659,1751043.87533
2034,1883921.13521,1751992.36008
2035,1882747.84316,1743613.7189
2036,1892283.99235,1743731.87312
