year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,11673.54,829848.37,593252.19,38228.01,1095047.32,738415.94
2018,12894.22,915710.55,654018.22,39673.67,1135885.57,765954.13
2019,14637.23,1038779.68,744923.68,41732.64,1194420.4,808584.06
2020,15449.29,1096021.14,785642.48,42691.57,1221645.9,827014.84
2021,16052.88,1138952.23,816181.59,43403.0,1242065.03,840837.93
2022,16453.17,1167572.95,836540.99,43874.5,1255677.78,850053.33
2023,16770.4,1190469.53,852828.51,44247.77,1266567.98,857425.64
2024,17004.93,1207641.97,860622.7,44523.34,1274735.63,859583.96
2025,17275.5,1227676.48,874801.44,44841.01,1284264.55,866009.53
2026,17660.42,1256297.21,895056.78,45293.22,1297877.3,875188.93
2027,17909.36,1276331.72,904564.31,45583.74,1307406.23,878157.19
2028,18148.99,1296366.23,913926.16,45863.09,1316935.16,881075.06
2029,18442.58,1319262.81,929963.93,46208.31,1327825.36,888360.98
2030,18601.26,1333573.17,935108.21,46393.23,1334631.73,889385.37
2031,18944.5,1362193.9,950067.97,46796.92,1348244.48,894891.47
2032,,,957769.06,,,895827.93
2033,,,972218.92,,,901157.64
2034,,,981175.48,,,902745.66
2035,,,982071.53,,,900676.31
2036,,,990278.85,,,902005.15
