year,Base case cost,Modeled diesel efficiency
2019,658145.187103,907605.321504
2020,701352.014722,939635.23582
2021,736285.059374,964313.428157
2022,758840.50024,977905.170314
2023,776539.65676,987244.136756
2024,790344.300645,993200.867829
2025,806101.616774,1001087.27765
2026,828886.821253,1015513.57743
2027,844752.703803,1023796.94835
2028,860817.610019,1032405.15981
2029,878885.566312,1042974.863
2030,890474.965292,1047792.21188
2031,913359.532485,1063011.92207
2032,934001.529142,1076323.81717
2033,956920.995068,1091833.95656
2034,979851.512311,1107478.96464
2035,993743.103641,1115028.66381
2036,1017021.89671,1131231.22227
2037,1033203.16891,1141097.73861
2038,1056194.33054,1157268.58846
