year,Base case cost,Modeled non-residential energy efficiency
2017,1924895.69533,2001606.39099
2018,2051596.12815,2109598.95257
2019,2233200.08185,2268190.37987
2020,2317667.03706,2337796.41409
2021,2381017.25346,2388202.43319
2022,2423250.73107,2419404.07651
2023,2457037.51315,2443028.72622
2024,2482377.59972,2459072.22372
2025,2511941.03404,2479162.1484
2026,2554174.51164,2511048.96132
2027,2583737.94597,2531465.50848
2028,2613301.38029,2552039.64817
2029,2647088.16237,2576644.90026
2030,2668204.90118,2589768.80381
2031,2710438.37878,2622425.54434
