year,Base case cost,Modeled solar power (pv)
2016,80534.2287771,85702.41238
2017,95559.0698808,100561.01877
2018,106950.217284,111831.714448
2019,122454.834582,127171.597777
2020,129468.828122,134115.389037
2021,134521.270195,139123.362793
2022,138310.60175,142882.930974
2023,140836.822787,145393.749942
2024,142755.927566,147301.216317
2025,145277.003549,149807.546056
2026,148428.348529,152937.749244
2027,151264.55901,155756.594689
2028,153157.295393,157638.968694
2029,155987.717689,160452.726579
2030,157560.174521,162021.924498
2031,161019.57955,165458.829996
2032,164164.493214,168584.915592
2033,167309.406877,171711.408371
2034,170768.811906,175149.638516
2035,172970.25147,177342.872813
