year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,5670.34,525980.0,525980.0
2004,,5670.34,512148.0,512148.0
2005,,5670.34,505110.0,505110.0
2006,,5670.34,469223.0,469223.0
2007,,5670.34,429330.0,429330.0
2008,,5670.34,441701.0,441701.0
2009,,5670.34,477856.0,477856.0
2010,,5670.34,487606.0,487606.0
2011,,5670.34,477294.0,477294.0
2012,,5670.34,551980.0,551980.0
2013,,5670.34,452576.0,452576.0
2014,start of forecast,5670.34,493000.0,493000.0
2015,,5670.34,493000.0,493000.0
2016,,5670.34,493000.0,493000.0
2017,,5670.34,492000.0,492000.0
2018,,5670.34,492000.0,492000.0
2019,,5670.34,492000.0,492000.0
2020,,5670.34,491000.0,491000.0
2021,,5670.34,491000.0,491000.0
2022,,5670.34,491000.0,491000.0
2023,,5670.34,491000.0,491000.0
2024,,5670.34,490000.0,490000.0
2025,,5670.34,490000.0,490000.0
2026,,5670.34,490000.0,490000.0
2027,,5670.34,490000.0,490000.0
2028,,5670.34,489000.0,489000.0
2029,,5670.34,489000.0,489000.0
2030,,5670.34,489000.0,489000.0
2031,,5670.34,489000.0,489000.0
2032,,5670.34,489000.0,489000.0
2033,,5670.34,489000.0,489000.0
2034,,5670.34,489000.0,489000.0
2035,,5670.34,489000.0,489000.0
2036,,5670.34,489000.0,489000.0
2037,,5670.34,489000.0,489000.0
2038,,5670.34,489000.0,489000.0
2039,,5670.34,489000.0,489000.0
2040,,5670.34,489000.0,489000.0
