year,Base case diesel consumed,Modeled non-residential ashp
2017,48891.9371786,34224.3560397
2018,48891.9371786,34224.3560397
2019,48891.9371786,34224.3560397
2020,48891.9371786,34224.3560397
2021,48891.9371786,34224.3560397
2022,48891.9371786,34224.3560397
2023,48891.9371786,34224.3560397
2024,48891.9371786,34224.3560397
2025,48891.9371786,34224.3560397
2026,48891.9371786,34224.3560397
2027,48891.9371786,34224.3560397
2028,48891.9371786,34224.3560397
2029,48891.9371786,34224.3560397
2030,48891.9371786,34224.3560397
2031,48891.9371786,34224.3560397
