year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,2590615
2004,,0,0,0,0,0,2631907
2005,,0,0,0,0,0,2308357
2006,,0,0,0,0,0,2284852
2007,,0,0,0,0,0,2302019
2008,,0,0,0,0,0,2339101
2009,,0,0,0,0,0,2386741
2010,,0,0,531414,0,0,1957486
2011,,0,0,741629,0,0,1755890
2012,,0,0,822204,0,0,1856581
2013,,0,0,803160,0,0,1781299
2014,start of forecast,0,0,788998,0,0,1870002
2015,,0,0,804787,0,0,1892213
2016,,0,0,798982,0,0,1935018
2017,,0,0,797589,0,0,1975411
2018,,0,0,800453,0,0,2011547
2019,,0,0,799008,0,0,2052992
2020,,0,0,799016,0,0,2093984
2021,,0,0,799492,0,0,2134508
2022,,0,0,799172,0,0,2176828
2023,,0,0,799227,0,0,2219773
2024,,0,0,799297,0,0,2263703
2025,,0,0,799232,0,0,2308768
2026,,0,0,799252,0,0,2353748
2027,,0,0,799260,0,0,2399740
2028,,0,0,799248,0,0,2446752
2029,,0,0,799253,0,0,2494747
2030,,0,0,799254,0,0,2542746
2031,,0,0,799252,0,0,2591748
2032,,0,0,799253,0,0,2641747
2033,,0,0,799253,0,0,2691747
2034,,0,0,799253,0,0,2743747
2035,,0,0,799253,0,0,2795747
2036,,0,0,799253,0,0,2848747
2037,,0,0,799253,0,0,2903747
2038,,0,0,799253,0,0,2958747
2039,,0,0,799253,0,0,3015747
2040,,0,0,799253,0,0,3072747
