year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,159407.094656,117316.370046
2018,159407.094656,117316.370046
2019,159407.094656,117316.370046
2020,159407.094656,117316.370046
2021,159407.094656,117316.370046
2022,159407.094656,117316.370046
2023,159407.094656,117316.370046
2024,159407.094656,117316.370046
2025,159407.094656,117316.370046
2026,159407.094656,117316.370046
2027,159407.094656,117316.370046
2028,159407.094656,117316.370046
2029,159407.094656,117316.370046
2030,159407.094656,117316.370046
2031,159407.094656,117316.370046
