year,Base case cost,Modeled water and wastewater efficiency
2017,223609.250365,176773.75483
2018,241408.520084,187281.692887
2019,263531.978381,200463.185099
2020,279594.655898,209941.299841
2021,294219.737064,218556.325238
2022,308542.303151,227006.951039
2023,321628.056243,234721.185898
2024,335088.828381,242686.253098
2025,349359.82302,251167.234372
2026,364453.152704,260169.832279
2027,378901.999249,268794.856854
2028,393689.22626,277645.300746
2029,410056.027758,287485.583619
2030,424601.744256,296227.827939
2031,441740.720934,306575.623171
