year,Base case cost,Modeled diesel efficiency
2019,430480.688773,664047.414689
2020,465289.421595,689300.279731
2021,492664.553653,707945.125225
2022,517760.884408,724664.621573
2023,536659.253398,735892.466976
2024,556135.526182,747785.190923
2025,578045.236359,762026.372401
2026,602197.953304,778439.699474
2027,623352.587279,792257.42673
2028,645136.164708,806773.805757
2029,671454.243757,825536.370036
2030,690341.549523,837664.692843
2031,717839.931002,857739.437095
2032,746156.561486,878673.445269
2033,777127.293154,902132.9692
2034,807167.223639,924856.365401
2035,833401.757393,944227.785744
2036,864802.994459,968401.165872
2037,892859.058332,989635.976329
2038,928290.230009,1017675.52481
