year,Base case cost,Modeled non-residential energy efficiency
2017,1274280.31362,1300092.42427
2018,1332588.41048,1349138.4994
2019,1411887.42221,1417495.46741
2020,1449204.6042,1447531.6365
2021,1474860.16682,1466992.14351
2022,1495851.08169,1482277.98621
2023,1507512.70106,1489118.11874
2024,1519174.32043,1496048.06292
2025,1533168.26368,1505200.13314
2026,1549494.5308,1516572.27376
2027,1561156.15017,1523759.21933
2028,1572817.76954,1531027.84816
2029,1589144.03666,1542645.08439
2030,1596141.00828,1545802.54254
2031,1612467.2754,1557573.75141
