year,Base case cost,Modeled residential energy efficiency
2017,1022023.33788,1073896.14406
2018,1102467.5322,1145425.07029
2019,1200660.10005,1232969.54329
2020,1273172.74576,1298568.41515
2021,1345868.23833,1365449.03998
2022,1409692.76948,1423947.8961
2023,1474093.18646,1483914.99116
2024,1532278.59138,1537747.242
2025,1600157.33517,1601148.55535
2026,1671037.58855,1667425.26703
2027,1738607.43758,1730871.36708
2028,1814103.23101,1802316.3238
2029,1887891.13444,1871719.46325
2030,1960347.65487,1940671.01548
2031,2035996.08036,2012072.11635
2032,2120094.01425,2091989.03892
2033,2208034.89988,2175611.10702
2034,2294573.01597,2258096.21217
2035,2376622.70871,2336559.78365
2036,2473003.3874,2429009.52206
