year,Base case cost,Modeled solar power
2020,465289.421595,
2021,492664.553653,
2022,517760.884408,
2023,536659.253398,
2024,556135.526182,
2025,578045.236359,
2026,602197.953304,
2027,623352.587279,
2028,645136.164708,
2029,671454.243757,
2030,690341.549523,
2031,717839.931002,
2032,746156.561486,
2033,777127.293154,
2034,807167.223639,
2035,833401.757393,
2036,864802.994459,
2037,892859.058332,
2038,928290.230009,
2039,957971.341207,
