year,annotation,Average Load
2003,,225.0
2004,,213.0
2005,,205.0
2006,,212.0
2007,,212.0
2008,,212.0
2009,,226.0
2010,,221.0
2011,,222.0
2012,,223.0
2013,,214.0
2014,start of forecast,220.0
2015,,220.0
2016,,220.0
2017,,220.0
2018,,220.0
2019,,220.0
2020,,220.0
2021,,220.0
2022,,220.0
2023,,220.0
2024,,219.0
2025,,219.0
2026,,219.0
2027,,220.0
2028,,220.0
2029,,220.0
2030,,220.0
2031,,220.0
2032,,220.0
2033,,220.0
2034,,220.0
2035,,220.0
2036,,220.0
2037,,220.0
2038,,220.0
2039,,220.0
2040,,220.0
