year,Base case cost,Modeled diesel efficiency
2019,511062.069811,697339.703871
2020,541664.588961,719705.383137
2021,563086.352366,733852.767429
2022,578387.611942,742560.907632
2023,588510.553393,746683.41027
2024,597383.594955,749788.706523
2025,608078.441923,754666.46544
2026,621828.959454,762435.657559
2027,632839.919752,767825.232382
2028,642011.512792,771650.945275
2029,654240.303512,778361.681425
2030,661883.297712,781006.785148
2031,674448.817849,788227.765923
2032,688213.079437,796637.001143
2033,702327.814501,805461.029645
2034,716098.948118,814066.62028
2035,725279.703863,818590.865459
2036,740580.963439,828768.780825
2037,748604.973464,832418.490933
2038,763913.868626,842776.250048
