year,Base case diesel consumed,Modeled non-residential ashp
2017,23092.248824,-27108.2920977
2018,23092.248824,-27108.2920977
2019,23092.248824,-27108.2920977
2020,23092.248824,-27108.2920977
2021,23092.248824,-27108.2920977
2022,23092.248824,-27108.2920977
2023,23092.248824,-27108.2920977
2024,23092.248824,-27108.2920977
2025,23092.248824,-27108.2920977
2026,23092.248824,-27108.2920977
2027,23092.248824,-27108.2920977
2028,23092.248824,-27108.2920977
2029,23092.248824,-27108.2920977
2030,23092.248824,-27108.2920977
2031,23092.248824,-27108.2920977
