year,Base case cost,Modeled water and wastewater efficiency
2017,111590.332841,210593.34451
2018,116887.486881,215600.863805
2019,125228.494252,228123.481409
2020,128714.584131,231633.568698
2021,131232.760047,234402.146087
2022,134108.28812,241467.04659
2023,137225.176224,251616.840095
2024,139575.717346,258747.696518
2025,141242.244407,261968.72099
2026,142798.60599,263379.547283
2027,143694.690898,262938.92453
2028,144257.146888,261560.461286
2029,145696.003016,263076.422375
2030,147081.523882,266267.628619
2031,146886.432289,260029.207271
