year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,152936.24,17082.46,167335.14,175228.32
2018,153012.6,17031.46,167335.14,175228.32
2019,153012.6,17034.05,167335.14,175228.32
2020,153012.6,17008.9,167335.14,173750.53
2021,153012.6,16996.23,167335.14,173750.53
2022,153012.6,17043.88,167335.14,175228.32
2023,152859.88,17133.81,167335.14,176706.11
2024,152783.53,17193.08,167335.14,176706.11
2025,152783.53,17206.14,167335.14,176706.11
2026,152783.53,17193.01,167335.14,176706.11
2027,152859.88,17167.27,167335.14,176706.11
2028,152859.88,17135.34,167335.14,176706.11
2029,152859.88,17127.39,167335.14,176706.11
2030,152859.88,17146.26,167335.14,176706.11
2031,152936.24,17059.22,167335.14,175228.32
