year,population
2003,644.0
2004,607.0
2005,622.0
2006,628.0
2007,625.0
2008,631.0
2009,619.0
2010,668.0
2011,686.0
2012,687.0
2013,697.0
2014,700.0
2015,703.0
2016,700.0
2017,699.0
2018,696.0
2019,697.0
2020,695.0
2021,695.0
2022,697.0
2023,701.0
2024,704.0
2025,705.0
2026,704.0
2027,703.0
2028,701.0
2029,701.0
2030,702.0
2031,698.0
2032,698.0
2033,697.0
2034,697.0
2035,697.0
2036,695.0
2037,694.0
2038,693.0
2039,692.0
2040,690.0
