year,Base case cost,Modeled non-residential energy efficiency
2017,1545394.72293,1572987.45152
2018,1625052.02668,1640339.53451
2019,1732974.8253,1733398.79938
2020,1784366.63417,1775377.14891
2021,1820340.90037,1803501.33864
2022,1846036.80481,1822422.52967
2023,1864023.93791,1834465.1094
2024,1879441.48057,1844280.35441
2025,1897428.61367,1856519.59795
2026,1920554.92766,1873507.39528
2027,1938542.06077,1885934.19233
2028,1953959.60343,1896124.64959
2029,1974516.32698,1911057.14405
2030,1987364.27919,1919095.44163
2031,2007921.00274,1934198.51489
