year,Base case diesel consumed,Modeled residential ashp
2017,26635.3797853,-148592.939481
2018,26635.3797853,-148592.939481
2019,26635.3797853,-148592.939481
2020,26410.7504631,-148817.568804
2021,26410.7504631,-148817.568804
2022,26635.3797853,-148592.939481
2023,26860.0091075,-148368.310159
2024,26860.0091075,-148368.310159
2025,26860.0091075,-148368.310159
2026,26860.0091075,-148368.310159
2027,26860.0091075,-148368.310159
2028,26860.0091075,-148368.310159
2029,26860.0091075,-148368.310159
2030,26860.0091075,-148368.310159
2031,26635.3797853,-148592.939481
