year,Base case diesel consumed,Modeled non-residential ashp
2017,211732.302582,148212.611871
2018,211732.302582,148212.611871
2019,211732.302582,148212.611871
2020,211732.302582,148212.611871
2021,211732.302582,148212.611871
2022,211732.302582,148212.611871
2023,211732.302582,148212.611871
2024,211732.302582,148212.611871
2025,211732.302582,148212.611871
2026,211732.302582,148212.611871
2027,211732.302582,148212.611871
2028,211732.302582,148212.611871
2029,211732.302582,148212.611871
2030,211732.302582,148212.611871
2031,211732.302582,148212.611871
