year,Base case diesel consumed,Modeled residential ashp
2017,180309.532569,38977.2804802
2018,184741.900195,43409.6481057
2019,190282.359727,48950.1076376
2020,195822.819259,54490.5671695
2021,200255.186884,58922.934795
2022,205795.646416,64463.3943269
2023,211336.105948,70003.8538588
2024,216876.56548,75544.3133906
2025,222417.025012,81084.7729225
2026,227957.484544,86625.2324544
2027,233497.944076,92165.6919863
2028,240146.495514,98814.2434246
2029,245686.955046,104354.702956
2030,252335.506484,111003.254395
2031,257875.966016,116543.713927
