year,Base case cost,Modeled water and wastewater efficiency
2017,177231.013199,143587.723147
2018,195035.936664,156878.022434
2019,219156.57329,174910.002088
2020,232855.937575,185105.13492
2021,243364.127324,192898.887982
2022,252965.390629,200007.661578
2023,261008.966151,205942.524776
2024,268653.152683,211574.139237
2025,277114.003664,217816.572408
2026,286416.873274,224688.867673
2027,295269.149515,231220.658338
2028,303665.103325,237407.265487
2029,313697.888836,244818.028821
2030,321901.392395,250853.166358
2031,332404.953404,258611.529713
