year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,1149771
2004,,0,0,0,0,0,1536957
2005,,0,0,0,0,0,1460843
2006,,0,0,0,0,0,1545994
2007,,0,0,0,0,0,1442972
2008,,0,0,0,0,0,1618752
2009,,0,0,0,0,0,1400121
2010,,0,0,0,0,0,1475573
2011,,0,0,0,0,0,1625820
2012,,0,0,0,0,0,1603180
2013,,0,0,0,0,0,1786607
2014,start of forecast,0,0,0,0,0,1667000
2015,,0,0,0,0,0,1683000
2016,,0,0,0,0,0,1688000
2017,,0,0,0,0,0,1685000
2018,,0,0,0,0,0,1690000
2019,,0,0,0,0,0,1699000
2020,,0,0,0,0,0,1698000
2021,,0,0,0,0,0,1707000
2022,,0,0,0,0,0,1716000
2023,,0,0,0,0,0,1728000
2024,,0,0,0,0,0,1740000
2025,,0,0,0,0,0,1749000
2026,,0,0,0,0,0,1753000
2027,,0,0,0,0,0,1756000
2028,,0,0,0,0,0,1754000
2029,,0,0,0,0,0,1756000
2030,,0,0,0,0,0,1747000
2031,,0,0,0,0,0,1749000
2032,,0,0,0,0,0,1751000
2033,,0,0,0,0,0,1753000
2034,,0,0,0,0,0,1750000
2035,,0,0,0,0,0,1748000
2036,,0,0,0,0,0,1743000
2037,,0,0,0,0,0,1737000
2038,,0,0,0,0,0,1734000
2039,,0,0,0,0,0,1729000
2040,,0,0,0,0,0,1726000
