year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,103579.113551,76648.544028
2018,103579.113551,76648.544028
2019,103579.113551,76648.544028
2020,103579.113551,76648.544028
2021,103579.113551,76648.544028
2022,103579.113551,76648.544028
2023,103579.113551,76648.544028
2024,103579.113551,76648.544028
2025,103579.113551,76648.544028
2026,103579.113551,76648.544028
2027,103579.113551,76648.544028
2028,103579.113551,76648.544028
2029,103579.113551,76648.544028
2030,103579.113551,76648.544028
2031,103579.113551,76648.544028
