year,Base case cost,Modeled diesel efficiency
2019,587136.117274,755646.362323
2020,616952.670358,777551.860546
2021,640896.828765,794240.703926
2022,659516.833387,806208.436569
2023,675290.668445,815704.981647
2024,688409.693426,822901.577956
2025,701855.725123,830506.30758
2026,717615.026549,840322.265997
2027,728767.974116,846056.349009
2028,737851.493998,850012.375412
2029,750035.521999,856887.867066
2030,753244.224933,855702.430863
2031,766816.214772,864034.315463
2032,781831.07128,873771.794405
2033,795462.810495,882343.590659
2034,808231.413464,890220.265119
2035,815775.983222,893435.267203
2036,827515.928029,900549.645766
2037,833082.309012,902135.091218
2038,844244.138243,908888.750779
