year,Base case cost,Modeled residential energy efficiency
2017,884375.047915,814101.464489
2018,938034.563406,857327.635364
2019,1020656.18978,926927.819188
2020,1054780.17128,953828.565253
2021,1090808.77303,984357.147138
2022,1108068.33538,997119.910908
2023,1133724.25512,1019041.56586
2024,1156457.60527,1038562.52205
2025,1167692.41789,1046386.89087
2026,1197258.7652,1071864.48813
2027,1208619.3052,1079894.86479
2028,1219979.8452,1087963.9761
2029,1232963.31948,1097454.20764
2030,1227076.42743,1088829.93556
2031,1241521.18651,1099614.82573
2032,1271913.74232,1126143.10075
2033,1286520.15088,1137159.27261
2034,1302749.49374,1149592.33488
2035,1297695.24959,1141733.18295
2036,1313744.9819,1154051.4847
