year,Base case diesel consumed,Modeled diesel efficiency
2019,137181.335812,124710.305283
2020,137100.593413,124636.903103
2021,137827.275003,125297.52273
2022,138553.956594,125958.142358
2023,139522.865381,126838.968528
2024,140491.774169,127719.794699
2025,141218.455759,128380.414326
2026,141541.425355,128674.02305
2027,141783.652552,128894.229592
2028,141622.167754,128747.425231
2029,141783.652552,128894.229592
2030,141056.970961,128233.609965
2031,141218.455759,128380.414326
2032,141379.940557,128527.218688
2033,141541.425355,128674.02305
2034,141299.198158,128453.816507
2035,141137.71336,128307.012146
2036,140734.001365,127940.001241
2037,140249.546972,127499.588156
2038,140007.319775,127279.381614
