year,Base case cost,Modeled water and wastewater efficiency
2017,111935.571676,101836.481866
2018,119591.880504,106645.326951
2019,129681.267409,113176.975243
2020,134468.996291,115996.914192
2021,137807.105908,117811.687124
2022,140270.860357,119024.668852
2023,142098.004067,119802.696808
2024,143494.584998,120290.159017
2025,145091.545354,120929.874041
2026,147306.348744,122014.724005
2027,148855.368151,122642.824036
2028,150375.570766,123261.279482
2029,152139.367474,124061.567801
2030,153165.658767,124353.472803
2031,155148.761812,125328.167571
