year,Base case cost,Modeled non-residential energy efficiency
2017,900858.268353,928231.41303
2018,958797.460182,978317.267187
2019,1034946.1123,1044892.39509
2020,1071365.03288,1075654.87879
2021,1096196.11509,1096006.72792
2022,1114405.57538,1110429.69946
2023,1127648.81923,1120416.96604
2024,1137581.25211,1127461.72689
2025,1149169.09048,1136045.81865
2026,1165723.14529,1149156.79757
2027,1177310.98365,1157827.79855
2028,1188898.82202,1166540.73251
2029,1202142.06586,1176788.92234
2030,1210419.09327,1182594.18532
2031,1225317.7426,1194415.7244
