year,Base case cost,Modeled non-residential energy efficiency
2017,1026583.98879,1015510.25028
2018,1078467.20609,1059507.07018
2019,1148843.45134,1120181.67692
2020,1182105.21689,1147568.18716
2021,1205221.50183,1165897.37286
2022,1222430.29173,1178975.7745
2023,1234373.70561,1187379.00769
2024,1244262.33861,1193990.54592
2025,1255692.05727,1202040.06741
2026,1270203.94726,1212911.01912
2027,1282147.36115,1221524.96311
2028,1292035.99415,1228342.27364
2029,1305263.64609,1238208.22315
2030,1313354.34581,1243505.84838
2031,1327994.65961,1254734.65055
