year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,1301358.0,507776.0,793582.0
2004,,1338140.0,508124.0,830016.0
2005,,1388614.0,591340.0,797274.0
2006,,1414080.0,583278.0,830802.0
2007,,1431052.0,603503.0,827549.0
2008,,1753219.0,690048.0,1063171.0
2009,,1750935.0,683680.0,1067255.0
2010,,1676102.0,644167.0,1031935.0
2011,,1683181.0,628754.0,1054427.0
2012,,1746165.0,687584.0,1058581.0
2013,,1667725.0,647550.0,1020175.0
2014,start of forecast,1726394.0,682000.0,1044394.0
2015,,1743183.0,698789.0,1044394.0
2016,,1760227.0,715833.0,1044394.0
2017,,1777320.0,732926.0,1044394.0
2018,,1794635.0,750240.0,1044394.0
2019,,1812342.0,767947.0,1044394.0
2020,,1830109.0,785715.0,1044394.0
2021,,1847663.0,803269.0,1044394.0
2022,,1865250.0,820856.0,1044394.0
2023,,1882768.0,838373.0,1044394.0
2024,,1900523.0,856128.0,1044394.0
2025,,1918337.0,873943.0,1044394.0
2026,,1936218.0,891824.0,1044394.0
2027,,1953892.0,909497.0,1044394.0
2028,,1971363.0,926969.0,1044394.0
2029,,1990900.0,946505.0,1044394.0
2030,,2009930.0,965536.0,1044394.0
2031,,2028229.0,983835.0,1044394.0
2032,,2044645.0,1000250.0,1044394.0
2033,,2060367.0,1015973.0,1044394.0
2034,,2075940.0,1031546.0,1044394.0
2035,,2091780.0,1047386.0,1044394.0
2036,,2108248.0,1063853.0,1044394.0
2037,,2125196.0,1080802.0,1044394.0
2038,,2141682.0,1097288.0,1044394.0
2039,,2157008.0,1112614.0,1044394.0
2040,,2171410.0,1127016.0,1044394.0
