year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,117448.317724,86911.7551157
2018,117448.317724,86911.7551157
2019,117448.317724,86911.7551157
2020,117448.317724,86911.7551157
2021,117448.317724,86911.7551157
2022,117448.317724,86911.7551157
2023,117448.317724,86911.7551157
2024,117448.317724,86911.7551157
2025,117448.317724,86911.7551157
2026,117448.317724,86911.7551157
2027,117448.317724,86911.7551157
2028,117448.317724,86911.7551157
2029,117448.317724,86911.7551157
2030,117448.317724,86911.7551157
2031,117448.317724,86911.7551157
